Fecha;Especie;Nombre vulgar;Nº Ficha;Paraje;Causa;Muerte;Mun. recogida;Observaciones;Causa2;id_addr;address2
14/09/2009;Caretta caretta;Tortuga Boba;8576 - 1998-2010;El Porís de Abona;Artes de pesca;No;NA;Corte en aleta delantera derecha y cuello, tenía rafia por el cuerpo y boca.;Artes de pesca;112;El Poris De Abona
13/09/2009;Caretta caretta;Tortuga Boba;8573 - 1998-2010;La Punta;Artes de pesca;No;NA;Aleta delantera izquierda, necrosada, le falta la trasera izquierda. Enrredada con rafia, amputada 15 Septiembre 2009.;Artes de pesca;181;La Punta
12/09/2009;Caretta caretta;Tortuga Boba;8569 - 1998-2010;Los Cristianos;Artes de pesca;No;NA;Herida en la aleta delantera Izquierda, amputada 27 Octubre 09;Artes de pesca;220;Los Cristianos
12/09/2009;Caretta caretta;Tortuga Boba;8567 - 1998-2010;Puertos de Santa Cruz de Tenerife;Artes de pesca;No;NA;Aleta delantera derecha, necrosada Amputada 15 Septiembre 2009.;Artes de pesca;451;Puertos De Santa Cruz De Tenerife
11/09/2009;Caretta caretta;Tortuga Boba;8566 - 1998-2010;Puerto Colon;Artes de pesca;No;NA;Aleta delantera derecha, necrosada. Amputada 15 Septiembre 2009;Artes de pesca;423;Puerto Colon
10/09/2009;Caretta caretta;Tortuga Boba;8565 - 1998-2010;Muelle de Garachico;Artes de pesca;No;NA;Aleta delantera derecha, necrosada. Amputada 15 Septiembre 2009;Artes de pesca;266;Muelle De Garachico
11/09/2009;Caretta caretta;Tortuga Boba;8564 - 1998-2010;Puertito de Güimar;Artes de pesca;No;NA;Aleta delantera izquierda, necrosada, amputada 15 Septiembre 2009;Artes de pesca;415;Puertito De Guimar
09/09/2009;Caretta caretta;Tortuga Boba;8558 - 1998-2010;El Médano;Artes de pesca;No;NA;Aleta delantera izquierda, con corte e inflamación, amputada.;Artes de pesca;100;El Medano
31/08/2009;Caretta caretta;Tortuga Boba;8529 - 1998-2010;Los Gigantes;Artes de pesca;No;NA;Pequeños cortes en las aletas delanteras, bien.;Artes de pesca;227;Los Gigantes
31/08/2009;Caretta caretta;Tortuga Boba;8527 - 1998-2010;Puerto Colón;Artes de pesca;No;NA;Corte en Aleta delantera derecha, (necrosada). Avisar para la suelta.;Artes de pesca;428;Puerto Colon
31/08/2009;Caretta caretta;Tortuga Boba;8525 - 1998-2010;El Porís;Artes de pesca;No;NA;Aleta derecha, como un  muslo de pollo, con los huesos fuera, amputada por nosotros el 03 Septiembre, con anestesia local.;Artes de pesca;108;El Poris
25/08/2009;Caretta caretta;Tortuga Boba;8517 - 1998-2010;Playa La Punta (El Porís);Artes de pesca;No;NA;Aleta delantera derecha inflamada por enmallamiento.;Artes de pesca;354;Playa La Punta (el Poris)
20/08/2009;Caretta caretta;Tortuga Boba;8502 - 1998-2010;Los Cristianos;Artes de pesca;No;NA;Aleta delantera derecha, necrosada.;Artes de pesca;220;Los Cristianos
17/08/2009;Caretta caretta;Tortuga Boba;8492 - 1998-2010;Playa de la Punta (El Porís);Artes de pesca;No;NA;Nylón, en boca y caparazón, con mordidas.;Artes de pesca;315;Playa De La Punta (el Poris)
17/08/2009;Caretta caretta;Tortuga Boba;8491 - 1998-2010;Playa de la Punta (El Porís);Artes de pesca;No;NA;Se le amputa la Aleta delandera izquierda el 18 de Agosto 2009.;Artes de pesca;315;Playa De La Punta (el Poris)
16/08/2009;Caretta caretta;Tortuga Boba;8486 - 1998-2010;Almáciga;Artes de pesca;No;NA;Se lleva directamente al contenedor, dando olor.;Artes de pesca;13;Almaciga
15/08/2009;Caretta caretta;Tortuga Boba;8484 - 1998-2010;Los Gigantes;Indeterminado;No;NA;Avistada flotando a la deriva, musgo en caparazón.;Indeterminado;227;Los Gigantes
09/08/2009;Caretta caretta;Tortuga Boba;8474 - 1998-2010;Radazul;Enfermedad;Si;NA;Muy Débil, con musgo y percebes;Enfermedad;468;Radazul
08/08/2009;Caretta caretta;Tortuga Boba;8471 - 1998-2010;Playa La Punta El Poris;Artes de pesca;No;NA;Aleta trasera izda inflamada y enmallada, muy activa;Artes de pesca;355;Playa La Punta El Poris
05/08/2009;Caretta caretta;Tortuga Boba;8461 - 1998-2010;Chovito;Artes de pesca;No;NA;NA;Artes de pesca;62;Chovito
06/08/2009;Caretta caretta;Tortuga Boba;8462 - 1998-2010;Puerto colón;Artes de pesca;No;NA;Aleta delantera izda y cuello enmallados;Artes de pesca;427;Puerto Colon
31/07/2009;Caretta caretta;Tortuga Boba;8442 - 1998-2010;Puerto Colón;Artes de pesca;No;NA;Aleta delantera izda necrosada, se amputa el 4/08;Artes de pesca;428;Puerto Colon
29/07/2009;Caretta caretta;Tortuga Boba;8437 - 1998-2010;Puerto;Artes de pesca;No;NA;Corte en aleta delantera izda;Artes de pesca;420;Puerto
19/07/2009;Caretta caretta;Tortuga Boba;8407 - 1998-2010;Radazul;Artes de pesca;No;NA;Corte en el cuello, caparazón roto parte trasera. Se restaura el 23/7.;Artes de pesca;468;Radazul
14/07/2009;Caretta caretta;Tortuga Boba;8389 - 1998-2010;Los Cristianos;Artes de pesca;No;NA;Amputación de la aleta delantera izda;Artes de pesca;220;Los Cristianos
06/07/2009;Caretta caretta;Tortuga Boba;8351 - 1998-2010;Fañabé;Artes de pesca;No;NA;Aleta delantera izda inflamada;Artes de pesca;133;Fañabe
01/07/2009;Caretta caretta;Tortuga Boba;8332 - 1998-2010;El Poris;Artes de pesca;No;NA;NA;Artes de pesca;107;El Poris
14/06/2009;Caretta caretta;Tortuga Boba;8272 - 1998-2010;Cmno. La Costa (La Punta);Otros;No;NA;¡¡ no coments, qué olor !!!!;Otros;71;Cmno. La Costa (la Punta)
13/06/2009;Caretta caretta;Tortuga Boba;8265 - 1998-2010;Playa Fañabé;Artes de pesca;No;NA;Aleta delantera izquierda inflamada.;Artes de pesca;342;Playa Fañabe
13/06/2009;Caretta caretta;Tortuga Boba;8264 - 1998-2010;Los Gigantes;Artes de pesca;Si;NA;Aleta delantera izquierda inflamada. Flaca;Artes de pesca;227;Los Gigantes
09/06/2009;Caretta caretta;Tortuga Boba;8244 - 1998-2010;Los Cristianos;Indeterminado;No;NA;Aleta Delantera derecha inflamada, enredad a los restos de un globo de radio sonda (meteorología) .;Indeterminado;220;Los Cristianos
17/05/2009;Caretta caretta;Tortuga Boba;8175 - 1998-2010;Los Balitos;Artes de pesca;No;NA;3,400Kg. Aleta delantera derecha, se le amputa el 19/05/09;Artes de pesca;218;Los Balitos
17/05/2009;Caretta caretta;Tortuga Boba;8174 - 1998-2010;Puerto Colón;Artes de pesca;No;NA;18 Kg, aleta delantera dcha, se le amputa el 19/05/09, bastante piel alrededor de la aleta y el cuello necrosada;Artes de pesca;428;Puerto Colon
16/05/2009;Caretta caretta;Tortuga Boba;8166 - 1998-2010;Puerto Colón;Artes de pesca;No;NA;7,8 Kg. Aleta inflamada, no se amputa de momento.;Artes de pesca;428;Puerto Colon
15/05/2009;Caretta caretta;Tortuga Boba;8160 - 1998-2010;El Médano;Indeterminado;No;NA;Descompuesta y con golpe en la cabeza;Indeterminado;100;El Medano
13/05/2009;Caretta caretta;Tortuga Boba;8152 - 1998-2010;Muelle Los Cristianos;Enfermedad;Si;NA;Flota, con musgos y cirrípedos. Pequeño problema en aleta izda (posible luxacion de hombro al sacarla del agua¿?). Murió en casa de Jaime.;Enfermedad;277;Muelle Los Cristianos
02/05/2009;Caretta caretta;Tortuga Boba;8116 - 1998-2010;Puerto colón;Artes de pesca;No;NA;2,2 Kg. Aleta delantera dcha necrosada, se amputa el 7/mayo. Come bien;Artes de pesca;427;Puerto Colon
01/04/2009;Caretta caretta;Tortuga Boba;8070 - 1998-2010;Fañabé;Artes de pesca;No;NA;Aleta delantera izda amputada natural, caparazón con percebes y abombado;Artes de pesca;133;Fañabe
26/03/2009;Caretta caretta;Tortuga Boba;8064 - 1998-2010;Los Gigantes;Artes de pesca;No;NA;Codos de aletas delanteras necrosados;Artes de pesca;227;Los Gigantes
21/03/2009;Caretta caretta;Tortuga Boba;8057 - 1998-2010;Playa El Cabezo;Choques;No;NA;descompuesta, caparazon roto posiblemente por hélice. PIRS;Choques;339;Playa El Cabezo
07/03/2009;Caretta caretta;Tortuga Boba;8036 - 1998-2010;Punta Hidalgo;Hidrocarburos;No;NA;peso 847 gr, un poco petroleada y flota. 1,200 al liberarse;Hidrocarburos;459;Punta Hidalgo
12/01/2009;Caretta caretta;Tortuga Boba;7963 - 1998-2010;El Porís (Muelle);Choques;No;NA;Caparazón roto por encima y debajo, flaca, se tunea el 23.O1.09.  En el crfs el 10 de febrero de 2010.;Choques;110;El Poris (muelle)
01/12/2008;Caretta caretta;Tortuga Boba;7911 - 1998-2010;Playa de Tamadiste - Afur;Artes de pesca;No;NA;Flaca, heridas en caparazón.;Artes de pesca;327;Playa De Tamadiste - Afur
24/10/2008;Caretta caretta;Tortuga Boba;7858 - 1998-2010;Los Abrigos;Choques;No;NA;Golpe en la cabeza y hematoma en el cuello;Choques;215;Los Abrigos
08/09/2008;Caretta caretta;Tortuga Boba;7772 - 1998-2010;Los Gigantes;Artes de pesca;No;NA;enmallamiento aleta delantera izda;Artes de pesca;227;Los Gigantes
08/09/2008;Caretta caretta;Tortuga Boba;7770 - 1998-2010;Malpaís;Artes de pesca;No;GÜÍMAR;NA;Artes de pesca;244;Malpais
30/08/2008;Caretta caretta;Tortuga Boba;7762 - 1998-2010;Las Teresitas;Artes de pesca;No;NA;Corte en aleta delantera dcha;Artes de pesca;211;Las Teresitas
29/08/2008;Caretta caretta;Tortuga Boba;7760 - 1998-2010;Las Americas;Indeterminado;No;NA;descompuesta;Indeterminado;192;Las Americas
28/08/2008;Caretta caretta;Tortuga Boba;7756 - 1998-2010;Polígono Industrial;Artes de pesca;No;NA;Pequeño golpe bajo el cuello;Artes de pesca;386;Poligono Industrial
25/08/2008;Caretta caretta;Tortuga Boba;7754 - 1998-2010;Playa Fañabé;Artes de pesca;No;NA;Cuello inflamado, restos de nylon en la boca;Artes de pesca;342;Playa Fañabe
20/08/2008;Caretta caretta;Tortuga Boba;7747 - 1998-2010;Las Maretas;Artes de pesca;No;NA;Flaca, heridas en el caparazón, aleta derecha herida;Artes de pesca;207;Las Maretas
19/08/2008;Caretta caretta;Tortuga Boba;7742 - 1998-2010;Benijo;Indeterminado;No;NA;Muy grande, 60 a 70 kg.;Indeterminado;38;Benijo
07/08/2008;Caretta caretta;Tortuga Boba;7713 - 1998-2010;Las Galletas;Artes de pesca;No;NA;Bien, una peqiueña marquita en aleta delantera;Artes de pesca;202;Las Galletas
05/08/2008;Caretta caretta;Tortuga Boba;7708 - 1998-2010;El Poris;Artes de pesca;No;NA;Aleta delantera y trasera izda inflamadas;Artes de pesca;107;El Poris
27/07/2008;Caretta caretta;Tortuga Boba;7678 - 1998-2010;Costa;Artes de pesca;No;NA;Golpe en el caparazón por detrás. Está bien;Artes de pesca;73;Costa
26/07/2008;Caretta caretta;Tortuga Boba;7675 - 1998-2010;Punta de Abona;Artes de pesca;No;NA;Aleta delantera izda necrosada;Artes de pesca;454;Punta De Abona
24/07/2008;Caretta caretta;Tortuga Boba;7665 - 1998-2010;Los Cristianos;Indeterminado;No;NA;Descompuesta, no enmallada;Indeterminado;220;Los Cristianos
23/07/2008;Caretta caretta;Tortuga Boba;7663 - 1998-2010;Mal Pais;Artes de pesca;Si;NA;Flaca, debil, nylon en la boca posible anzuelo, percebes, 14,9  Kg;Artes de pesca;238;Mal Pais
18/07/2008;Caretta caretta;Tortuga Boba;7643 - 1998-2010;Tachero- Taganana;Artes de pesca;No;NA;NA;Artes de pesca;491;Tachero- Taganana
13/07/2008;Caretta caretta;Tortuga Boba;7629 - 1998-2010;Abades;Artes de pesca;No;NA;Aleta delantera dcha amputada la izda enmallada muy inflamada pero va bajando la inflamación. Analítica;Artes de pesca;5;Abades
12/07/2008;Caretta caretta;Tortuga Boba;7627 - 1998-2010;Fañabé;Artes de pesca;No;NA;Aleta delantera izda inflamada. Analitica;Artes de pesca;133;Fañabe
12/07/2008;Caretta caretta;Tortuga Boba;7626 - 1998-2010;Puerto Santiago;Artes de pesca;No;NA;5,3 Kg Aleta izda necrosada, se le amputa el 15/07;Artes de pesca;450;Puerto Santiago
08/07/2008;Caretta caretta;Tortuga Boba;7606 - 1998-2010;Fañabé;Artes de pesca;No;NA;Herida en el cuello y flaca;Artes de pesca;133;Fañabe
03/07/2008;Caretta caretta;Tortuga Boba;7580 - 1998-2010;Pto. Colón;Artes de pesca;No;NA;Pequeño corte en aleta delantera derecha;Artes de pesca;402;Pto. Colon
29/06/2008;Caretta caretta;Tortuga Boba;7555 - 1998-2010;Los Gigantes;Artes de pesca;Si;NA;Le falta un trozo de caparazón posterior, mordida de tiburón, con rafia y mucho musgo, necrosada toda la parte posterior, separada la cloaca;Artes de pesca;227;Los Gigantes
28/06/2008;Caretta caretta;Tortuga Boba;7551 - 1998-2010;Radazul;Artes de pesca;No;NA;aleta delantera dcha. Necrosada, golpe en caparazón y mucho musgo, amputada el 1/07;Artes de pesca;468;Radazul
25/06/2008;Caretta caretta;Tortuga Boba;7538 - 1998-2010;El Poris;Artes de pesca;No;NA;Ligeros cortes en aleta delantera y cuello, le cortaron rafia que le salia por la boca;Artes de pesca;107;El Poris
22/06/2008;Caretta caretta;Tortuga Boba;7520 - 1998-2010;Puerto Colón;Enfermedad;Si;NA;Muy flaca y llena de musgos;Enfermedad;428;Puerto Colon
19/06/2008;Caretta caretta;Tortuga Boba;7510 - 1998-2010;El Médano;Artes de pesca;No;NA;la tieraron directamente;Artes de pesca;100;El Medano
16/06/2008;Caretta caretta;Tortuga Boba;7499 - 1998-2010;Puerto Colón;Artes de pesca;No;NA;aleta delantera izda amputada;Artes de pesca;428;Puerto Colon
11/06/2008;Caretta caretta;Tortuga Boba;7477 - 1998-2010;Fañabé;Artes de pesca;No;NA;Percebes y heridda en en cuello;Artes de pesca;133;Fañabe
07/06/2008;Caretta caretta;Tortuga Boba;7465 - 1998-2010;Punta Prieta;Artes de pesca;No;NA;Descompuesta;Artes de pesca;462;Punta Prieta
23/05/2008;Caretta caretta;Tortuga Boba;7417 - 1998-2010;Candelaria;Artes de pesca;No;NA;Descompuesta y sin cabeza;Artes de pesca;53;Candelaria
21/05/2008;Caretta caretta;Tortuga Boba;7414 - 1998-2010;Tabaibal del Poris;Artes de pesca;No;NA;Aleta delantera izda necrosada, amputada el 23/05,.. 4 Kg;Artes de pesca;489;Tabaibal Del Poris
19/05/2008;Caretta caretta;Tortuga Boba;7408 - 1998-2010;Tabaiba;Artes de pesca;No;NA;corte en el cuello por rafia;Artes de pesca;486;Tabaiba
18/05/2008;Caretta caretta;Tortuga Boba;7405 - 1998-2010;El Médano;Artes de pesca;No;NA;Descompuesta;Artes de pesca;100;El Medano
14/05/2008;Caretta caretta;Tortuga Boba;7390 - 1998-2010;Pal Mar;Hidrocarburos;No;NA;y aleta delantera enmallada, mordida vieja en el caparazón,.. 6,6 kg;Hidrocarburos;288;Pal Mar
11/05/2008;Caretta caretta;Tortuga Boba;7375 - 1998-2010;La Punta;Artes de pesca;No;NA;aleta delantera izda necrosada, se amputa el 12/05;Artes de pesca;181;La Punta
11/05/2008;Caretta caretta;Tortuga Boba;7372 - 1998-2010;LA Punta;Artes de pesca;No;NA;Aleta delantera dcha necrosada, amputada el 12/05;Artes de pesca;182;La Punta
05/05/2008;Caretta caretta;Tortuga Boba;7361 - 1998-2010;Candelaria;Artes de pesca;No;NA;Recogida por el servicio de limpieza;Artes de pesca;53;Candelaria
05/05/2008;Caretta caretta;Tortuga Boba;7356 - 1998-2010;El Socorro;Hidrocarburos;No;NA;Bañada en piche;Hidrocarburos;119;El Socorro
05/05/2008;Caretta caretta;Tortuga Boba;7355 - 1998-2010;El socorro;Hidrocarburos;No;NA;Bañadas en piche;Hidrocarburos;118;El Socorro
04/05/2008;Caretta caretta;Tortuga Boba;7353 - 1998-2010;Puerto colón;Artes de pesca;No;NA;Descompuesta;Artes de pesca;427;Puerto Colon
03/05/2008;Caretta caretta;Tortuga Boba;7352 - 1998-2010;Marina;Artes de pesca;No;NA;Aleta delantera izda enmallada;Artes de pesca;245;Marina
03/05/2008;Caretta caretta;Tortuga Boba;7351 - 1998-2010;Dársena Pesquera;Enfermedad;No;NA;Flota,;Enfermedad;88;Darsena Pesquera
01/05/2008;Caretta caretta;Tortuga Boba;7347 - 1998-2010;La Viuda;Artes de pesca;No;NA;Aleta delantera izda necrosada corte en la dcha y en el cuello. 9,5 kg;Artes de pesca;190;La Viuda
30/04/2008;Caretta caretta;Tortuga Boba;7345 - 1998-2010;El PalMAr;Artes de pesca;No;NA;Muy descompuesta;Artes de pesca;103;El Palmar
26/04/2008;Caretta caretta;Tortuga Boba;7334 - 1998-2010;Las Aguas;Artes de pesca;No;NA;Corte en aleta delantera y trasera izda . Loro Parque;Artes de pesca;191;Las Aguas
23/04/2008;Caretta caretta;Tortuga Boba;7327 - 1998-2010;Abades;Artes de pesca;Si;NA;Aletas delantera y trasera derechas enmalladas con fracturas;Artes de pesca;5;Abades
16/04/2008;Caretta caretta;Tortuga Boba;7319 - 1998-2010;Fañabé;Artes de pesca;No;NA;Aleta delantera dcha herida por enmallamiento, se le amputa el 5/05, 5,3Kg;Artes de pesca;133;Fañabe
23/03/2008;Caretta caretta;Tortuga Boba;7279 - 1998-2010;Tachero Taganana;Hidrocarburos;No;NA;Petroleada y aleta delantera izda enmallada;Hidrocarburos;492;Tachero Taganana
19/03/2008;Caretta caretta;Tortuga Boba;7275 - 1998-2010;Taganana;Hidrocarburos;No;NA;Petroleada, herida en aleta delantera derecha por enmallamiento, no se amputa. La Liberamos nosotros. Le costó mover la aleta enmallada, poco a poco fue cogiendo fuerza.;Hidrocarburos;493;Taganana
18/03/2008;Caretta caretta;Tortuga Boba;7271 - 1998-2010;El Poris;Hidrocarburos;No;NA;Se traslada al PIRS;Hidrocarburos;107;El Poris
10/03/2008;Caretta caretta;Tortuga Boba;7258 - 1998-2010;Punta Hidalgo;Artes de pesca;No;NA;Cortes en aletas delanteras y mordida vieja en parte inferior izda del caparazón;Artes de pesca;459;Punta Hidalgo
07/03/2008;Caretta caretta;Tortuga Boba;7252 - 1998-2010;Puerto Colón;Artes de pesca;No;NA;Flaca, aleta y cuello herido por enmallamiento, infección en los ojos, 1,270 kg;Artes de pesca;428;Puerto Colon
05/03/2008;Caretta caretta;Tortuga Boba;7249 - 1998-2010;El Camisón (2 millas);Artes de pesca;Si;NA;2/3 aleta delantera izda, amputada. Heridas en cuello y caparazón por enmallamiento, flaca, 6,2 Kg, LA MUERTA;Artes de pesca;95;El Camison (2 Millas)
04/02/2008;Caretta caretta;Tortuga Boba;7215 - 1998-2010;Costa del silencio;Artes de pesca;No;NA;Problema en el plastrón, la tiene Jaime;Artes de pesca;78;Costa Del Silencio
04/02/2008;Caretta caretta;Tortuga Boba;7214 - 1998-2010;El Socorro;Artes de pesca;No;ARAFO;Anzuelo en boca, la recogió jaime el día 2,  con un poco de necrosis en el paladar;Artes de pesca;119;El Socorro
10/12/2007;Caretta caretta;Tortuga Boba;7155 - 1998-2010;Radazul;Artes de pesca;No;NA;Le falta la aleta delantera dcha y corte en el cuello por bolsa de plástico;Artes de pesca;468;Radazul
30/11/2007;Caretta caretta;Tortuga Boba;7149 - 1998-2010;Los Pocitos;Artes de pesca;No;NA;Anzuelo con vergas por la boca;Artes de pesca;233;Los Pocitos
22/10/2007;Caretta caretta;Tortuga Boba;7100 - 1998-2010;La Punta;Artes de pesca;Si;NA;Aleta delantera derecha necrosada, muy de´bil;Artes de pesca;181;La Punta
20/10/2007;Caretta caretta;Tortuga Boba;7098 - 1998-2010;La Jaca;Artes de pesca;No;NA;Enmallada por el cuello y aleta trasera izda;Artes de pesca;174;La Jaca
15/10/2007;Caretta caretta;Tortuga Boba;7085 - 1998-2010;Antequera;Artes de pesca;No;NA;Aleta delantera dcha necrosada, amputada el 16/10;Artes de pesca;22;Antequera
14/10/2007;Caretta caretta;Tortuga Boba;7084 - 1998-2010;Taganana;Artes de pesca;No;NA;Corte en aleta trasera izda, enmallada con la anterior;Artes de pesca;493;Taganana
14/10/2007;Caretta caretta;Tortuga Boba;7083 - 1998-2010;Taganana;Artes de pesca;Si;NA;Le falta aleta delantera dcha y la izda necrosada, corte en cuello y ojo izdo con infección;Artes de pesca;493;Taganana
10/10/2007;Caretta caretta;Tortuga Boba;7080 - 1998-2010;Puerto Colón;Debilidad agotamiento;Si;NA;Muy flaca, 1,760 kg.;Debilidad agotamiento;428;Puerto Colon
09/10/2007;Caretta caretta;Tortuga Boba;7076 - 1998-2010;Playa Lima;Artes de pesca;No;NA;Aleta delantera izda enmallada;Artes de pesca;362;Playa Lima
06/10/2007;Caretta caretta;Tortuga Boba;7072 - 1998-2010;Los Cristianos;Debilidad agotamiento;No;NA;Bien, un poco débil;Debilidad agotamiento;220;Los Cristianos
03/10/2007;Caretta caretta;Tortuga Boba;7056 - 1998-2010;El Médano;Debilidad agotamiento;No;NA;NA;Debilidad agotamiento;100;El Medano
28/09/2007;Caretta caretta;Tortuga Boba;7048 - 1998-2010;radazul;Artes de pesca;No;NA;Corte en aletas izquierdas y en el cuello, amputada la delantera izda el02/10. 3,4 kg;Artes de pesca;467;Radazul
27/09/2007;Caretta caretta;Tortuga Boba;7044 - 1998-2010;Puertito;Enfermedad;Si;NA;NA;Enfermedad;409;Puertito
21/09/2007;Caretta caretta;Tortuga Boba;7031 - 1998-2010;Benijos;Artes de pesca;No;NA;Se tragó una bola de rafia marcas enmallamiento en aletas y cuello, caparazón con heridas;Artes de pesca;39;Benijos
21/09/2007;Caretta caretta;Tortuga Boba;7030 - 1998-2010;El Poris;Artes de pesca;No;NA;6 kg. Aleta delantera derecha necrosada, se amputa el 24/09;Artes de pesca;107;El Poris
21/09/2007;Caretta caretta;Tortuga Boba;7026 - 1998-2010;El Poris;Artes de pesca;No;NA;Pequeño corte en aleta trasera izda;Artes de pesca;107;El Poris
15/09/2007;Caretta caretta;Tortuga Boba;7000 - 1998-2010;El Poris;Enfermedad;No;NA;Muy pequeñita, flota;Enfermedad;107;El Poris
11/09/2007;Caretta caretta;Tortuga Boba;6991 - 1998-2010;Los Abrigos;Artes de pesca;No;NA;Corte en el cuello pequeño;Artes de pesca;215;Los Abrigos
11/09/2007;Caretta caretta;Tortuga Boba;6990 - 1998-2010;Puerto Colón;Artes de pesca;Si;NA;Aleta derecha con pequeño corte;Artes de pesca;428;Puerto Colon
10/09/2007;Caretta caretta;Tortuga Boba;6984 - 1998-2010;El Médano;Artes de pesca;No;NA;Tenía Malla en la boca y se la tragó;Artes de pesca;100;El Medano
10/09/2007;Caretta caretta;Tortuga Boba;6983 - 1998-2010;El Médano;Artes de pesca;No;NA;Pequeños cortes el aletas delanteras y trasera izda;Artes de pesca;100;El Medano
07/09/2007;Caretta caretta;Tortuga Boba;6973 - 1998-2010;El Médano;Enfermedad;No;NA;No se hunde;Enfermedad;100;El Medano
07/09/2007;Caretta caretta;Tortuga Boba;6974 - 1998-2010;Puerto Colón;Artes de pesca;No;NA;Aleta dcha trasera necrosada;Artes de pesca;428;Puerto Colon
04/09/2007;Caretta caretta;Tortuga Boba;6968 - 1998-2010;Mesa del Mar;Artes de pesca;No;NA;Poca COSA EN ALETA DELANTERA DCHA,  está bien;Artes de pesca;252;Mesa Del Mar
03/09/2007;Caretta caretta;Tortuga Boba;6965 - 1998-2010;Puerto La Galera;Artes de pesca;No;NA;Problema en aleta delantera izda. Dicen que tenía malla en el pico pero nosotros no se lo vimos;Artes de pesca;449;Puerto La Galera
29/08/2007;Caretta caretta;Tortuga Boba;6945 - 1998-2010;Muelle;Artes de pesca;No;NA;6 Cabos saliendo por la boca, sin anzuelo;Artes de pesca;259;Muelle
27/08/2007;Caretta caretta;Tortuga Boba;6940 - 1998-2010;La Caleta;Artes de pesca;No;NA;NA;Artes de pesca;168;La Caleta
22/08/2007;Caretta caretta;Tortuga Boba;6932 - 1998-2010;TenBel;Artes de pesca;No;NA;Herida en cuello y aleta delantera dcha;Artes de pesca;503;Tenbel
16/08/2007;Caretta caretta;Tortuga Boba;6919 - 1998-2010;El Poris;Artes de pesca;No;NA;Fractura aleta trasera izda;Artes de pesca;107;El Poris
16/08/2007;Caretta caretta;Tortuga Boba;6914 - 1998-2010;El Poris;Artes de pesca;No;NA;Inflamación aleta trasera izda;Artes de pesca;107;El Poris
14/08/2007;Caretta caretta;Tortuga Boba;6911 - 1998-2010;El Poris;Artes de pesca;No;NA;NA;Artes de pesca;107;El Poris
14/08/2007;Caretta caretta;Tortuga Boba;6910 - 1998-2010;El Poris;NA;No;NA;NA;NA;107;El Poris
13/08/2007;Caretta caretta;Tortuga Boba;6902 - 1998-2010;El Puertito;Artes de pesca;No;NA;Enredada en sacos plásticos;Artes de pesca;115;El Puertito
13/08/2007;Caretta caretta;Tortuga Boba;6901 - 1998-2010;Puerto Colón;Artes de pesca;No;NA;Aleta delantera dcha inflamada. 4,4 kg;Artes de pesca;428;Puerto Colon
09/08/2007;Caretta caretta;Tortuga Boba;6889 - 1998-2010;Poris;Artes de pesca;No;NA;Aleta trasera derecha mal y delantera necrosada, cagó etiqueta de plastico con letras y muchas algas;Artes de pesca;387;Poris
05/08/2007;Caretta caretta;Tortuga Boba;6881 - 1998-2010;Puerto Colón;Artes de pesca;No;NA;Herida en la cabbeza y corte en la aleta delantera izda;Artes de pesca;428;Puerto Colon
30/07/2007;Caretta caretta;Tortuga Boba;6863 - 1998-2010;Los Gigantes;Artes de pesca;Si;NA;Anzuelo en boca, podrida por dentro;Artes de pesca;227;Los Gigantes
28/07/2007;Caretta caretta;Tortuga Boba;6859 - 1998-2010;Tabaiba;Artes de pesca;No;NA;Le falta un trocito de caparazón , aleta delantera dcha. Avisar para la suelta;Artes de pesca;486;Tabaiba
12/07/2007;Caretta caretta;Tortuga Boba;6795 - 1998-2010;Muelle Pesquero;Artes de pesca;No;NA;Aleta delantera izda necrosada, amputada el 13/07;Artes de pesca;282;Muelle Pesquero
10/07/2007;Caretta caretta;Tortuga Boba;6779 - 1998-2010;Acantilado;Artes de pesca;No;NA;Aleta delantera derecha, se amputa el 13/07;Artes de pesca;8;Acantilado
08/07/2007;Caretta caretta;Tortuga Boba;6770 - 1998-2010;JOVER - LA LAGUNA;Artes de pesca;No;LA LAGUNA;rec por Jaime. Fatal, le flata parte de la nariz y la boca, eleta delantera izda y trasera dcha cortado, golpes en caparazón.;Artes de pesca;157;Jover - La Laguna
08/07/2007;Caretta caretta;Tortuga Boba;6769 - 1998-2010;Jover;Artes de pesca;No;NA;Recogida por Jaime, le falta una lasca en caparazón;Artes de pesca;156;Jover
02/07/2007;Caretta caretta;Tortuga Boba;6745 - 1998-2010;Callao Salvaje;Otros;No;NA;APN, grande, Come y se hunde;Otros;51;Callao Salvaje
01/07/2007;Caretta caretta;Tortuga Boba;6740 - 1998-2010;Marina San Miguel;Otros;Si;NA;Mordida de tiburón parte trasera caparazón, falta 1/6. Tejido blando y cloaca necrosada, perdida de intestino. Muy mal;Otros;246;Marina San Miguel
30/06/2007;Caretta caretta;Tortuga Boba;6733 - 1998-2010;Los Gigantes;Artes de pesca;No;NA;Estado bueno;Artes de pesca;227;Los Gigantes
25/06/2007;Caretta caretta;Tortuga Boba;6716 - 1998-2010;La Caleta;Artes de pesca;No;NA;Sin Cabeza ni aletas, 40 cm;Artes de pesca;168;La Caleta
21/06/2007;Caretta caretta;Tortuga Boba;6702 - 1998-2010;Puertito;Artes de pesca;No;NA;aleta delantera izda. Se le amputa;Artes de pesca;409;Puertito
